"Site","Month","Species","total","nsurveys","freq"
"Carkeek Park",1,"Glaucous-winged Gull",106,194,0.54639175257732
"Carkeek Park",1,"Golden-crowned Kinglet",125,194,0.644329896907217
"Carkeek Park",1,"Golden-crowned Sparrow",2,194,0.0103092783505155
"Carkeek Park",1,"Great Blue Heron",2,194,0.0103092783505155
"Carkeek Park",1,"Hairy Woodpecker",6,194,0.0309278350515464
"Carkeek Park",1,"House Finch",245,194,1.26288659793814
"Carkeek Park",1,"Mallard",32,194,0.164948453608247
"Carkeek Park",1,"Northern Flicker",36,194,0.185567010309278
"Carkeek Park",1,"Pacific Wren",68,194,0.350515463917526
"Carkeek Park",1,"Pine Siskin",1302,194,6.71134020618557
"Carkeek Park",1,"Purple Finch",2,194,0.0103092783505155
"Carkeek Park",1,"Red Crossbill",2,194,0.0103092783505155
"Carkeek Park",1,"Red-breasted Nuthatch",3,194,0.0154639175257732
"Carkeek Park",1,"Red-breasted Sapsucker",1,194,0.00515463917525773
"Carkeek Park",1,"Red-tailed Hawk",2,194,0.0103092783505155
"Carkeek Park",1,"Rock Pigeon",42,194,0.216494845360825
"Carkeek Park",1,"Ruby-crowned Kinglet",45,194,0.231958762886598
"Carkeek Park",1,"Sharp-shinned Hawk",4,194,0.0206185567010309
"Carkeek Park",1,"Song Sparrow",195,194,1.00515463917526
"Carkeek Park",1,"Spotted Towhee",25,194,0.128865979381443
"Carkeek Park",1,"Steller's Jay",9,194,0.0463917525773196
"Carkeek Park",1,"Townsend's Warbler",1,194,0.00515463917525773
"Carkeek Park",1,"Varied Thrush",4,194,0.0206185567010309
"Carkeek Park",1,"White-crowned Sparrow",1,194,0.00515463917525773
"Carkeek Park",2,"American Crow",1433,238,6.02100840336134
"Carkeek Park",2,"American Dipper",1,238,0.00420168067226891
"Carkeek Park",2,"American Goldfinch",56,238,0.235294117647059
"Carkeek Park",2,"American Robin",650,238,2.73109243697479
"Carkeek Park",2,"American Wigeon",1,238,0.00420168067226891
"Carkeek Park",2,"Anna's Hummingbird",89,238,0.373949579831933
"Carkeek Park",2,"Bald Eagle",4,238,0.0168067226890756
"Carkeek Park",2,"Band-tailed Pigeon",118,238,0.495798319327731
"Carkeek Park",2,"Bewick's Wren",56,238,0.235294117647059
"Carkeek Park",2,"Black-capped Chickadee",502,238,2.10924369747899
"Carkeek Park",2,"Brown Creeper",12,238,0.0504201680672269
"Carkeek Park",2,"Bushtit",126,238,0.529411764705882
"Carkeek Park",2,"Chestnut-backed Chickadee",29,238,0.121848739495798
"Carkeek Park",2,"Common Goldeneye",2,238,0.00840336134453781
"Carkeek Park",2,"Cooper's Hawk",2,238,0.00840336134453781
"Carkeek Park",2,"Dark-eyed Junco",39,238,0.163865546218487
"Carkeek Park",2,"Downy Woodpecker",23,238,0.0966386554621849
"Carkeek Park",2,"European Starling",100,238,0.420168067226891
"Carkeek Park",2,"Fox Sparrow",4,238,0.0168067226890756
"Carkeek Park",2,"Glaucous-winged Gull",106,238,0.445378151260504
"Carkeek Park",2,"Golden-crowned Kinglet",167,238,0.701680672268908
"Carkeek Park",2,"Hairy Woodpecker",9,238,0.0378151260504202
"Carkeek Park",2,"Horned Grebe",1,238,0.00420168067226891
"Carkeek Park",2,"House Finch",240,238,1.00840336134454
"Carkeek Park",2,"House Sparrow",15,238,0.0630252100840336
"Carkeek Park",2,"Hutton's Vireo",6,238,0.0252100840336134
"Carkeek Park",2,"Lincoln's Sparrow",1,238,0.00420168067226891
"Carkeek Park",2,"Mallard",69,238,0.289915966386555
"Carkeek Park",2,"Merlin",3,238,0.0126050420168067
"Carkeek Park",2,"Northern Flicker",74,238,0.310924369747899
"Carkeek Park",2,"Pacific Wren",86,238,0.361344537815126
"Carkeek Park",2,"Pileated Woodpecker",9,238,0.0378151260504202
"Carkeek Park",2,"Pine Siskin",899,238,3.77731092436975
"Carkeek Park",2,"Red-breasted Nuthatch",11,238,0.046218487394958
"Carkeek Park",2,"Red-breasted Sapsucker",2,238,0.00840336134453781
"Carkeek Park",2,"Red-tailed Hawk",3,238,0.0126050420168067
"Carkeek Park",2,"Rock Pigeon",73,238,0.30672268907563
"Carkeek Park",2,"Ruby-crowned Kinglet",119,238,0.5
"Carkeek Park",2,"Sharp-shinned Hawk",1,238,0.00420168067226891
"Carkeek Park",2,"Song Sparrow",417,238,1.75210084033613
"Carkeek Park",2,"Spotted Towhee",42,238,0.176470588235294
"Carkeek Park",2,"Steller's Jay",17,238,0.0714285714285714
"Carkeek Park",2,"Surf Scoter",1,238,0.00420168067226891
"Carkeek Park",2,"Varied Thrush",4,238,0.0168067226890756
"Carkeek Park",3,"American Crow",1666,225,7.40444444444444
"Carkeek Park",3,"American Goldfinch",10,225,0.0444444444444444
"Carkeek Park",3,"American Robin",495,225,2.2
"Carkeek Park",3,"Anna's Hummingbird",52,225,0.231111111111111
"Carkeek Park",3,"Bald Eagle",9,225,0.04
"Carkeek Park",3,"Band-tailed Pigeon",126,225,0.56
"Carkeek Park",3,"Barrow's Goldeneye",10,225,0.0444444444444444
"Carkeek Park",3,"Belted Kingfisher",2,225,0.00888888888888889
"Carkeek Park",3,"Bewick's Wren",53,225,0.235555555555556
"Carkeek Park",3,"Black-capped Chickadee",450,225,2
"Carkeek Park",3,"Blue Jay",2,225,0.00888888888888889
"Carkeek Park",3,"Brown Creeper",30,225,0.133333333333333
"Carkeek Park",3,"Bushtit",94,225,0.417777777777778
"Carkeek Park",3,"Chestnut-backed Chickadee",21,225,0.0933333333333333
"Carkeek Park",3,"Common Goldeneye",1,225,0.00444444444444444
"Carkeek Park",3,"Cooper's Hawk",4,225,0.0177777777777778
"Carkeek Park",3,"Dark-eyed Junco",48,225,0.213333333333333
"Carkeek Park",3,"Downy Woodpecker",25,225,0.111111111111111
"Carkeek Park",3,"European Starling",101,225,0.448888888888889
"Carkeek Park",3,"Fox Sparrow",4,225,0.0177777777777778
"Carkeek Park",3,"Glaucous-winged Gull",130,225,0.577777777777778
"Carkeek Park",3,"Golden Eagle",3,225,0.0133333333333333
"Carkeek Park",3,"Golden-crowned Kinglet",103,225,0.457777777777778
"Carkeek Park",3,"Golden-crowned Sparrow",1,225,0.00444444444444444
"Carkeek Park",3,"Great Blue Heron",8,225,0.0355555555555556
"Carkeek Park",3,"Hairy Woodpecker",6,225,0.0266666666666667
"Carkeek Park",3,"Hermit Thrush",1,225,0.00444444444444444
"Carkeek Park",3,"Horned Grebe",1,225,0.00444444444444444
"Carkeek Park",3,"House Finch",263,225,1.16888888888889
"Carkeek Park",3,"House Sparrow",17,225,0.0755555555555556
"Carkeek Park",3,"Hutton's Vireo",9,225,0.04
"Carkeek Park",3,"Mallard",39,225,0.173333333333333
"Carkeek Park",3,"Merlin",1,225,0.00444444444444444
"Carkeek Park",3,"Northern Flicker",89,225,0.395555555555556
"Carkeek Park",3,"Pacific Wren",85,225,0.377777777777778
"Carkeek Park",3,"Peregrine Falcon",1,225,0.00444444444444444
"Carkeek Park",3,"Pileated Woodpecker",12,225,0.0533333333333333
"Carkeek Park",3,"Pine Siskin",932,225,4.14222222222222
"Carkeek Park",3,"Red-breasted Nuthatch",13,225,0.0577777777777778
"Carkeek Park",3,"Red-tailed Hawk",2,225,0.00888888888888889
"Carkeek Park",3,"Rock Pigeon",34,225,0.151111111111111
"Carkeek Park",3,"Ruby-crowned Kinglet",78,225,0.346666666666667
"Carkeek Park",3,"Sharp-shinned Hawk",3,225,0.0133333333333333
"Carkeek Park",3,"Song Sparrow",326,225,1.44888888888889
"Carkeek Park",3,"Spotted Towhee",50,225,0.222222222222222
"Carkeek Park",3,"Steller's Jay",16,225,0.0711111111111111
"Carkeek Park",3,"Surf Scoter",1,225,0.00444444444444444
"Carkeek Park",3,"Varied Thrush",7,225,0.0311111111111111
"Carkeek Park",3,"Western Scrub-Jay",1,225,0.00444444444444444
"Carkeek Park",3,"Yellow-rumped Warbler",2,225,0.00888888888888889
"Carkeek Park",4,"American Coot",1,242,0.00413223140495868
"Carkeek Park",4,"American Crow",934,242,3.8595041322314
"Carkeek Park",4,"American Goldfinch",46,242,0.190082644628099
"Carkeek Park",4,"American Robin",610,242,2.52066115702479
"Carkeek Park",4,"Anna's Hummingbird",73,242,0.301652892561983
"Carkeek Park",4,"Bald Eagle",9,242,0.0371900826446281
"Carkeek Park",4,"Band-tailed Pigeon",104,242,0.429752066115702
"Carkeek Park",4,"Barrow's Goldeneye",28,242,0.115702479338843
"Carkeek Park",4,"Belted Kingfisher",3,242,0.012396694214876
"Carkeek Park",4,"Bewick's Wren",51,242,0.210743801652893
"Carkeek Park",4,"Black-capped Chickadee",395,242,1.63223140495868
"Carkeek Park",4,"Black-throated Gray Warbler",2,242,0.00826446280991736
"Carkeek Park",4,"Brown Creeper",19,242,0.0785123966942149
"Carkeek Park",4,"Bushtit",74,242,0.305785123966942
"Carkeek Park",4,"Chestnut-backed Chickadee",55,242,0.227272727272727
"Carkeek Park",4,"Common Goldeneye",1,242,0.00413223140495868
"Carkeek Park",4,"Common Raven",1,242,0.00413223140495868
"Carkeek Park",4,"Cooper's Hawk",7,242,0.0289256198347107
"Carkeek Park",4,"Dark-eyed Junco",10,242,0.0413223140495868
"Carkeek Park",4,"Downy Woodpecker",13,242,0.0537190082644628
"Carkeek Park",4,"European Starling",34,242,0.140495867768595
"Carkeek Park",4,"Evening Grosbeak",2,242,0.00826446280991736
"Carkeek Park",4,"Fox Sparrow",6,242,0.0247933884297521
"Carkeek Park",4,"Glaucous-winged Gull",71,242,0.293388429752066
"Carkeek Park",4,"Golden-crowned Kinglet",34,242,0.140495867768595
"Carkeek Park",4,"Great Blue Heron",4,242,0.0165289256198347
"Carkeek Park",4,"Hairy Woodpecker",2,242,0.00826446280991736
"Carkeek Park",4,"Hermit Thrush",2,242,0.00826446280991736
"Carkeek Park",4,"House Finch",199,242,0.822314049586777
"Carkeek Park",4,"House Sparrow",27,242,0.111570247933884
"Carkeek Park",4,"Hutton's Vireo",4,242,0.0165289256198347
"Carkeek Park",4,"Killdeer",2,242,0.00826446280991736
"Carkeek Park",4,"Mallard",32,242,0.132231404958678
"Carkeek Park",4,"Merlin",1,242,0.00413223140495868
"Carkeek Park",4,"Northern Flicker",97,242,0.400826446280992
"Carkeek Park",4,"Orange-crowned Warbler",2,242,0.00826446280991736
"Carkeek Park",4,"Pacific Wren",67,242,0.276859504132231
"Carkeek Park",4,"Pileated Woodpecker",8,242,0.0330578512396694
"Carkeek Park",4,"Pine Siskin",198,242,0.818181818181818
"Carkeek Park",4,"Red-breasted Nuthatch",15,242,0.0619834710743802
"Carkeek Park",4,"Red-breasted Sapsucker",1,242,0.00413223140495868
"Carkeek Park",4,"Red-tailed Hawk",6,242,0.0247933884297521
"Carkeek Park",4,"Red-winged Blackbird",2,242,0.00826446280991736
"Carkeek Park",4,"Rock Pigeon",32,242,0.132231404958678
"Carkeek Park",4,"Ruby-crowned Kinglet",58,242,0.239669421487603
"Carkeek Park",4,"Rufous Hummingbird",5,242,0.0206611570247934
"Carkeek Park",4,"Sharp-shinned Hawk",2,242,0.00826446280991736
"Carkeek Park",4,"Song Sparrow",363,242,1.5
"Carkeek Park",4,"Spotted Towhee",73,242,0.301652892561983
"Carkeek Park",4,"Steller's Jay",17,242,0.0702479338842975
"Carkeek Park",4,"Varied Thrush",9,242,0.0371900826446281
"Carkeek Park",4,"Violet-green Swallow",1,242,0.00413223140495868
"Carkeek Park",4,"White-crowned Sparrow",4,242,0.0165289256198347
"Carkeek Park",4,"Yellow-rumped Warbler",4,242,0.0165289256198347
"Carkeek Park",5,"American Crow",571,267,2.13857677902622
"Carkeek Park",5,"American Goldfinch",87,267,0.325842696629214
"Carkeek Park",5,"American Robin",657,267,2.46067415730337
"Carkeek Park",5,"Anna's Hummingbird",70,267,0.262172284644195
"Carkeek Park",5,"Bald Eagle",5,267,0.0187265917602996
"Carkeek Park",5,"Band-tailed Pigeon",136,267,0.50936329588015
"Carkeek Park",5,"Barn Swallow",4,267,0.0149812734082397
"Carkeek Park",5,"Barred Owl",4,267,0.0149812734082397
"Carkeek Park",5,"Bewick's Wren",56,267,0.209737827715356
"Carkeek Park",5,"Black-capped Chickadee",239,267,0.895131086142322
"Carkeek Park",5,"Black-headed Grosbeak",1,267,0.00374531835205993
"Carkeek Park",5,"Black-throated Gray Warbler",17,267,0.0636704119850187
"Carkeek Park",5,"Brant",7,267,0.0262172284644195
"Carkeek Park",5,"Brown Creeper",22,267,0.0823970037453183
"Carkeek Park",5,"Brown-headed Cowbird",15,267,0.0561797752808989
"Carkeek Park",5,"Bushtit",62,267,0.232209737827715
"Carkeek Park",5,"Cassin's Vireo",1,267,0.00374531835205993
"Carkeek Park",5,"Cedar Waxwing",16,267,0.0599250936329588
"Carkeek Park",5,"Chestnut-backed Chickadee",31,267,0.116104868913858
"Carkeek Park",5,"Common Yellowthroat",1,267,0.00374531835205993
"Carkeek Park",5,"Cooper's Hawk",5,267,0.0187265917602996
"Carkeek Park",5,"Downy Woodpecker",12,267,0.0449438202247191
"Carkeek Park",5,"European Starling",9,267,0.0337078651685393
"Carkeek Park",5,"Fox Sparrow",1,267,0.00374531835205993
"Carkeek Park",5,"Glaucous-winged Gull",79,267,0.295880149812734
"Carkeek Park",5,"Golden-crowned Kinglet",7,267,0.0262172284644195
"Carkeek Park",5,"Golden-crowned Sparrow",4,267,0.0149812734082397
"Carkeek Park",5,"Great Blue Heron",2,267,0.00749063670411985
"Carkeek Park",5,"Hairy Woodpecker",4,267,0.0149812734082397
"Carkeek Park",5,"Hermit Thrush",2,267,0.00749063670411985
"Carkeek Park",5,"Horned Grebe",1,267,0.00374531835205993
"Carkeek Park",5,"House Finch",69,267,0.258426966292135
"Carkeek Park",5,"House Sparrow",27,267,0.101123595505618
"Carkeek Park",5,"Hutton's Vireo",4,267,0.0149812734082397
"Carkeek Park",5,"Killdeer",2,267,0.00749063670411985
"Carkeek Park",5,"Mallard",59,267,0.220973782771536
"Carkeek Park",5,"Northern Flicker",69,267,0.258426966292135
"Carkeek Park",5,"Orange-crowned Warbler",27,267,0.101123595505618
"Carkeek Park",5,"Pacific Wren",15,267,0.0561797752808989
"Carkeek Park",5,"Pacific-slope Flycatcher",6,267,0.0224719101123595
"Carkeek Park",5,"Pileated Woodpecker",5,267,0.0187265917602996
"Carkeek Park",5,"Pine Siskin",41,267,0.153558052434457
"Carkeek Park",5,"Red-breasted Nuthatch",12,267,0.0449438202247191
"Carkeek Park",5,"Red-winged Blackbird",2,267,0.00749063670411985
"Carkeek Park",5,"Rock Pigeon",32,267,0.119850187265918
"Carkeek Park",5,"Ruby-crowned Kinglet",3,267,0.0112359550561798
"Carkeek Park",5,"Rufous Hummingbird",4,267,0.0149812734082397
"Carkeek Park",5,"Savannah Sparrow",1,267,0.00374531835205993
"Carkeek Park",5,"Song Sparrow",567,267,2.12359550561798
"Carkeek Park",5,"Spotted Towhee",102,267,0.382022471910112
"Carkeek Park",5,"Steller's Jay",25,267,0.0936329588014981
"Carkeek Park",5,"Swainson's Thrush",1,267,0.00374531835205993
"Carkeek Park",5,"Townsend's Warbler",3,267,0.0112359550561798
"Carkeek Park",5,"Tree Swallow",1,267,0.00374531835205993
"Carkeek Park",5,"Violet-green Swallow",9,267,0.0337078651685393
"Carkeek Park",5,"Warbling Vireo",8,267,0.0299625468164794
"Carkeek Park",5,"Western Grebe",4,267,0.0149812734082397
"Carkeek Park",5,"Western Tanager",3,267,0.0112359550561798
"Carkeek Park",5,"Western Wood-Pewee",3,267,0.0112359550561798
"Carkeek Park",5,"White-crowned Sparrow",3,267,0.0112359550561798
"Carkeek Park",5,"Wilson's Warbler",63,267,0.235955056179775
"Carkeek Park",5,"Yellow-rumped Warbler",127,267,0.47565543071161
"Carkeek Park",6,"American Crow",472,244,1.9344262295082
"Carkeek Park",6,"American Goldfinch",70,244,0.286885245901639
"Carkeek Park",6,"American Robin",517,244,2.11885245901639
"Carkeek Park",6,"Anna's Hummingbird",73,244,0.299180327868852
"Carkeek Park",6,"Bald Eagle",1,244,0.00409836065573771
"Carkeek Park",6,"Band-tailed Pigeon",137,244,0.561475409836066
"Carkeek Park",6,"Barn Swallow",16,244,0.0655737704918033
"Carkeek Park",6,"Barred Owl",3,244,0.0122950819672131
"Carkeek Park",6,"Bewick's Wren",57,244,0.233606557377049
"Carkeek Park",6,"Black Swift",1,244,0.00409836065573771
"Carkeek Park",6,"Black-capped Chickadee",195,244,0.799180327868853
"Carkeek Park",6,"Black-headed Grosbeak",8,244,0.0327868852459016
"Carkeek Park",6,"Black-throated Gray Warbler",7,244,0.0286885245901639
"Carkeek Park",6,"Brewer's Blackbird",1,244,0.00409836065573771
"Carkeek Park",6,"Brown Creeper",40,244,0.163934426229508
"Carkeek Park",6,"Brown-headed Cowbird",6,244,0.0245901639344262
"Carkeek Park",6,"Bushtit",36,244,0.147540983606557
"Carkeek Park",6,"Canada Goose",23,244,0.0942622950819672
"Carkeek Park",6,"Cedar Waxwing",21,244,0.0860655737704918
"Carkeek Park",6,"Chestnut-backed Chickadee",68,244,0.278688524590164
"Carkeek Park",6,"Cooper's Hawk",4,244,0.0163934426229508
"Carkeek Park",6,"Dark-eyed Junco",1,244,0.00409836065573771
"Carkeek Park",6,"Downy Woodpecker",11,244,0.0450819672131148
"Carkeek Park",6,"European Starling",194,244,0.795081967213115
"Carkeek Park",6,"Gadwall",2,244,0.00819672131147541
"Carkeek Park",6,"Glaucous-winged Gull",39,244,0.159836065573771
"Carkeek Park",6,"Golden-crowned Kinglet",20,244,0.0819672131147541
"Carkeek Park",6,"Great Blue Heron",7,244,0.0286885245901639
"Carkeek Park",6,"Hairy Woodpecker",9,244,0.0368852459016393
"Carkeek Park",6,"House Finch",76,244,0.311475409836066
"Carkeek Park",6,"House Sparrow",51,244,0.209016393442623
"Carkeek Park",6,"Hutton's Vireo",4,244,0.0163934426229508
"Carkeek Park",6,"Mallard",25,244,0.102459016393443
"Carkeek Park",6,"Merlin",1,244,0.00409836065573771
"Carkeek Park",6,"Northern Flicker",29,244,0.118852459016393
"Carkeek Park",6,"Olive-sided Flycatcher",9,244,0.0368852459016393
"Carkeek Park",6,"Orange-crowned Warbler",11,244,0.0450819672131148
"Carkeek Park",6,"Pacific Wren",7,244,0.0286885245901639
"Carkeek Park",6,"Pacific-slope Flycatcher",15,244,0.0614754098360656
"Carkeek Park",6,"Pigeon Guillemot",1,244,0.00409836065573771
"Carkeek Park",6,"Pileated Woodpecker",8,244,0.0327868852459016
"Carkeek Park",6,"Pine Siskin",7,244,0.0286885245901639
"Carkeek Park",6,"Red-breasted Nuthatch",8,244,0.0327868852459016
"Carkeek Park",6,"Rock Pigeon",26,244,0.10655737704918
"Carkeek Park",6,"Rufous Hummingbird",3,244,0.0122950819672131
"Carkeek Park",6,"Song Sparrow",516,244,2.11475409836066
"Carkeek Park",6,"Spotted Towhee",138,244,0.565573770491803
"Carkeek Park",6,"Steller's Jay",5,244,0.0204918032786885
"Carkeek Park",6,"Swainson's Thrush",69,244,0.282786885245902
"Carkeek Park",6,"Tree Swallow",19,244,0.0778688524590164
"Carkeek Park",6,"Violet-green Swallow",46,244,0.188524590163934
"Carkeek Park",6,"Warbling Vireo",9,244,0.0368852459016393
"Carkeek Park",6,"Western Tanager",1,244,0.00409836065573771
"Carkeek Park",6,"Western Wood-Pewee",10,244,0.040983606557377
"Carkeek Park",6,"White-crowned Sparrow",2,244,0.00819672131147541
"Carkeek Park",6,"Willow Flycatcher",1,244,0.00409836065573771
"Carkeek Park",6,"Wilson's Warbler",86,244,0.352459016393443
"Carkeek Park",6,"Yellow Warbler",1,244,0.00409836065573771
"Carkeek Park",7,"American Crow",681,254,2.68110236220472
"Carkeek Park",7,"American Goldfinch",81,254,0.318897637795276
"Carkeek Park",7,"American Robin",477,254,1.87795275590551
"Carkeek Park",7,"Anna's Hummingbird",63,254,0.248031496062992
"Carkeek Park",7,"Bald Eagle",1,254,0.00393700787401575
"Carkeek Park",7,"Band-tailed Pigeon",102,254,0.401574803149606
"Carkeek Park",7,"Barn Swallow",34,254,0.133858267716535
"Carkeek Park",7,"Belted Kingfisher",1,254,0.00393700787401575
"Carkeek Park",7,"Bewick's Wren",67,254,0.263779527559055
"Carkeek Park",7,"Black-capped Chickadee",364,254,1.43307086614173
"Carkeek Park",7,"Black-headed Grosbeak",4,254,0.015748031496063
"Carkeek Park",7,"Black-throated Gray Warbler",1,254,0.00393700787401575
"Carkeek Park",7,"Brown Creeper",21,254,0.0826771653543307
"Carkeek Park",7,"Brown-headed Cowbird",41,254,0.161417322834646
"Carkeek Park",7,"Bushtit",135,254,0.531496062992126
"Carkeek Park",7,"Cedar Waxwing",4,254,0.015748031496063
"Carkeek Park",7,"Chestnut-backed Chickadee",49,254,0.192913385826772
"Carkeek Park",7,"Cooper's Hawk",3,254,0.0118110236220472
"Carkeek Park",7,"Dark-eyed Junco",3,254,0.0118110236220472
"Carkeek Park",7,"Downy Woodpecker",12,254,0.047244094488189
"Carkeek Park",7,"European Starling",4,254,0.015748031496063
"Carkeek Park",7,"Glaucous-winged Gull",23,254,0.0905511811023622
"Carkeek Park",7,"Golden-crowned Kinglet",8,254,0.031496062992126
"Carkeek Park",7,"Great Blue Heron",7,254,0.0275590551181102
"Carkeek Park",7,"Hairy Woodpecker",1,254,0.00393700787401575
"Carkeek Park",7,"House Finch",65,254,0.255905511811024
"Carkeek Park",7,"House Sparrow",92,254,0.362204724409449
"Carkeek Park",7,"Hutton's Vireo",1,254,0.00393700787401575
"Carkeek Park",7,"Killdeer",2,254,0.0078740157480315
"Carkeek Park",7,"Mallard",9,254,0.0354330708661417
"Carkeek Park",7,"Northern Flicker",51,254,0.200787401574803
"Carkeek Park",7,"Olive-sided Flycatcher",1,254,0.00393700787401575
"Carkeek Park",7,"Orange-crowned Warbler",2,254,0.0078740157480315
"Carkeek Park",7,"Pacific Wren",10,254,0.0393700787401575
"Carkeek Park",7,"Pacific-slope Flycatcher",31,254,0.122047244094488
"Carkeek Park",7,"Pileated Woodpecker",2,254,0.0078740157480315
"Carkeek Park",7,"Pine Siskin",1,254,0.00393700787401575
"Carkeek Park",7,"Red Crossbill",1,254,0.00393700787401575
"Carkeek Park",7,"Red-breasted Nuthatch",17,254,0.0669291338582677
"Carkeek Park",7,"Ring-billed Gull",1,254,0.00393700787401575
"Carkeek Park",7,"Rock Pigeon",23,254,0.0905511811023622
"Carkeek Park",7,"Rufous Hummingbird",2,254,0.0078740157480315
"Carkeek Park",7,"Song Sparrow",356,254,1.40157480314961
"Carkeek Park",7,"Spotted Towhee",154,254,0.606299212598425
"Carkeek Park",7,"Steller's Jay",13,254,0.0511811023622047
"Carkeek Park",7,"Swainson's Thrush",75,254,0.295275590551181
